tournament,dates,event,player,seed,state,draw_pos,rank_lo,rank_hi,elim_round
2023 South OLC,2023-05-06/2023-05-07,XD U11,Aarav Reddy MukkamalaAlaina Benjamin,,VAVA,3,2,2,Finals
2023 South OLC,2023-05-06/2023-05-07,XD U11,Yashas CheerlavanchaSamyuktha Tadinada,,GANC,14,3,3,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,XD U11,Mughilan DayalanSamyutha Aluri,,NCNC,5,4,4,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,XD U11,Srihari ShyamNimeesha Sreeramula,,NCGA,10,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,XD U11,Liam Xiao [1]Crystal Yao,,NJNJ,1,9,16,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,XD U11,Murari NichenametlaSnigdha Peddineni,,NCNC,7,9,16,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,XD U11,Kartik KanchiAdhyasri Baburaj,,NCNC,9,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,XD U11,Sreeskandan Saravanan [2]Trisha N Mehta,,MAMA,16,9,16,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BD U11,Ethan Qiu [1]Sze Kei Wong,,NJNJ,1,1,1,Winner
2023 South OLC,2023-05-06/2023-05-07,BD U11,Sreeskandan Saravanan [2]Liam Xiao,,MANJ,16,2,2,Finals
2023 South OLC,2023-05-06/2023-05-07,BD U11,Surya PeecharaAadiv Raj,,NCNC,12,3,3,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,BD U11,Amogh LankaAarav Reddy Mukkamala,,TXVA,5,4,4,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,BD U11,Vihaan MadamSanjit Pravinkumar,,NCNC,10,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BD U11,Kartik KanchiSrihari Shyam,,NCNC,3,9,16,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BD U11,Sahir Jabbar BhuiyanMughilan Dayalan,,VANC,7,9,16,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BD U11,Vishwajeeth MadhavanMurari Nichenametla,,OHNC,9,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,BD U11,Arjun RajkumarRitvik Singh,,GAGA,14,9,16,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BS U13,Anish Sai Gunupudi,,NC,10,1,1,Winner
2023 South OLC,2023-05-06/2023-05-07,BS U13,Ayaaz Muhammed Baig,,TX,28,2,2,Finals
2023 South OLC,2023-05-06/2023-05-07,BS U13,Taneesh Musunuru,3/4,GA,24,3,3,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,BS U13,Adhip Sundar,,GA,4,4,4,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,BS U13,Anthony Cheng Xu,,TX,7,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BS U13,Yuancheng Li,,NC,15,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BS U13,Patrick Guo,,NC,19,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BS U13,Aditya Namboodiripad,2,VA,32,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BS U13,Viraj Singh,,NC,6,9,16,Round 2
2023 South OLC,2023-05-06/2023-05-07,BS U13,Sanchith Prashanth,,NC,11,9,16,Round 2
2023 South OLC,2023-05-06/2023-05-07,BS U13,Sajith Kamal,,GA,14,9,16,Round 2
2023 South OLC,2023-05-06/2023-05-07,BS U13,Jishnu Sai Chennupati,,NC,17,9,16,Round 2
2023 South OLC,2023-05-06/2023-05-07,BS U13,Tharun Katharnath,,GA,21,9,16,Round 2
2023 South OLC,2023-05-06/2023-05-07,BS U13,Neel Ganesh,,GA,25,9,16,Round 2
2023 South OLC,2023-05-06/2023-05-07,BS U13,Tanay Kankanala,,NC,29,9,16,Round 2
2023 South OLC,2023-05-06/2023-05-07,BS U13,Ethan Qiu,1,NJ,1,17,32,Round 2
2023 South OLC,2023-05-06/2023-05-07,BS U13,Rohan Saha,,NC,3,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U13,Neyan Purushothaman,,GA,5,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U13,Drishik Ankem,,GA,8,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U13,Sai Ratan Shankar,3/4,GA,9,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U13,Matthew Luo,,NY,12,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U13,Justin Zhao,,VA,13,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U13,Varish Kunisetty,,NC,16,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U13,Atulith Konapala,,MA,18,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U13,Ishan Vinothkumar,,NC,20,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U13,Jiayang Xie,,NC,22,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U13,Aarav Gupta,,OH,23,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U13,Kavin Vignesh,,NC,26,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U13,Samarth Vikram Urs,,NC,27,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U13,Vihaan Darbha,,NC,30,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,GS U13,Jessica Zhang,3/4,MA,9,1,1,Winner
2023 South OLC,2023-05-06/2023-05-07,GS U13,Zi Yang,2,NJ,32,2,2,Finals
2023 South OLC,2023-05-06/2023-05-07,GS U13,Rachel Yao,,NJ,7,3,3,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,GS U13,Tanvi Yanala,3/4,VA,24,4,4,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,GS U13,Keira Winarto,1,NC,1,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,GS U13,Laasya Gurram,,NC,16,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,GS U13,Ruohan Joy Du,,VA,18,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,GS U13,Gabby XZ Xiang,,NC,25,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,GS U13,Aradhana Santhosh,,GA,11,9,16,Round 2
2023 South OLC,2023-05-06/2023-05-07,GS U13,Nila Ramesh,,VA,21,9,16,Round 2
2023 South OLC,2023-05-06/2023-05-07,GS U13,Vindhya Chekuru,,VA,3,17,32,Round 2
2023 South OLC,2023-05-06/2023-05-07,GS U13,Arya R Poduval,,NC,5,17,32,Round 2
2023 South OLC,2023-05-06/2023-05-07,GS U13,Yixi Ziva Liu,,NC,8,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,GS U13,Riddha Ramnath,,NC,12,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,GS U13,Niya Olivia Chen,,GA,13,17,32,Round 2
2023 South OLC,2023-05-06/2023-05-07,GS U13,Rithvika Santhakumar,,VA,15,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,GS U13,Ananya Mishra,,GA,17,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,GS U13,Yashvi Pathak,,NC,20,17,32,Round 2
2023 South OLC,2023-05-06/2023-05-07,GS U13,Deeya Shenoy,,VA,22,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,GS U13,Sankeerthi Marasani,,GA,26,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,GS U13,Sriaa Senthilkumar,,VA,28,17,32,Round 2
2023 South OLC,2023-05-06/2023-05-07,GS U13,Erela Liu,,NC,30,17,32,Round 2
2023 South OLC,2023-05-06/2023-05-07,XD U13,Anish Sai GunupudiJessica Zhang,,NCMA,16,1,1,Winner
2023 South OLC,2023-05-06/2023-05-07,XD U13,Vihaan Darbha [3/4]Keira Winarto,,NCNC,24,2,2,Finals
2023 South OLC,2023-05-06/2023-05-07,XD U13,Srineet Atluri [1]Yixi Ziva Liu,,NCNC,1,3,3,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,XD U13,Ethan Qiu [2]Rachel Yao,,NJNJ,32,4,4,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,XD U13,Tanay KankanalaAnanya Mishra,,NCGA,5,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,XD U13,Aditya Namboodiripad [3/4]Ruohan Joy Du,,VAVA,9,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,XD U13,Taneesh MusunuruKrishnavi Kasu,,GAGA,18,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,XD U13,Adhip SundarAradhana Santhosh,,GAGA,26,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,XD U13,Aarav GuptaTanvi Yanala,,OHVA,3,17,32,Round 2
2023 South OLC,2023-05-06/2023-05-07,XD U13,Neyan PurushothamanLaasya Gurram,,GANC,7,17,32,Round 2
2023 South OLC,2023-05-06/2023-05-07,XD U13,Sajith KamalSanjana Krishnan,,GANC,11,17,32,Round 2
2023 South OLC,2023-05-06/2023-05-07,XD U13,Drishik AnkemSankeerthi Marasani,,GAGA,13,17,32,Round 2
2023 South OLC,2023-05-06/2023-05-07,XD U13,Surya PeecharaGabby XZ Xiang,,NCNC,15,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,XD U13,Rohan SahaErela Liu,,NCNC,17,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,XD U13,Atulith KonapalaDeeya Shenoy,,MAVA,20,17,32,Round 2
2023 South OLC,2023-05-06/2023-05-07,XD U13,Ayaaz Muhammed BaigNiya Olivia Chen,,TXGA,22,17,32,Round 2
2023 South OLC,2023-05-06/2023-05-07,XD U13,Sze Kei WongSriaa Senthilkumar,,NJVA,25,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,XD U13,Varish KunisettyYashvi Pathak,,NCNC,28,17,32,Round 2
2023 South OLC,2023-05-06/2023-05-07,XD U13,Justin ZhaoRithvika Santhakumar,,VAVA,30,17,32,Round 2
2023 South OLC,2023-05-06/2023-05-07,BD U13,Aditya Namboodiripad [2]Sai Ratan Shankar,,VAGA,16,1,1,Winner
2023 South OLC,2023-05-06/2023-05-07,BD U13,Ayaaz Muhammed BaigAnish Sai Gunupudi,,TXNC,4,2,2,Finals
2023 South OLC,2023-05-06/2023-05-07,BD U13,Yuancheng LiAnthony Cheng Xu,,NCTX,12,3,3,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,BD U13,Vihaan DarbhaAdhip Sundar,,NCGA,8,4,4,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,BD U13,Aarav GuptaSanchith Prashanth,,OHNC,6,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BD U13,Patrick GuoViraj Singh,,NCNC,10,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BD U13,Drishik AnkemSajith Kamal,,GAGA,13,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BD U13,Tanay Kankanala [1]Taneesh Musunuru,,NCGA,1,9,16,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BD U13,Matthew LuoKavin Vignesh,,NYNC,3,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,BD U13,Varish KunisettyRohan Saha,,NCNC,5,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,BD U13,Anirudh RudharrajuJustin Zhao,,VAVA,7,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,BD U13,Yashas CheerlavanchaNeel Ganesh,,GAGA,9,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,BD U13,Samarth Vikram UrsIshan Vinothkumar,,NCNC,11,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,BD U13,Tharun KatharnathNeyan Purushothaman,,GAGA,14,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,GD U13,Zi Yang [1]Jessica Zhang,,NJMA,1,1,1,Winner
2023 South OLC,2023-05-06/2023-05-07,GD U13,Keira WinartoRachel Yao,,NCNJ,14,2,2,Finals
2023 South OLC,2023-05-06/2023-05-07,GD U13,Vindhya ChekuruSriaa Senthilkumar,,VAVA,12,3,3,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,GD U13,Sankeerthi MarasaniAradhana Santhosh,,GAGA,7,4,4,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,GD U13,Erela LiuGabby XZ Xiang,,NCNC,9,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,GD U13,Sanjana KrishnanAnanya Mishra,,NCGA,3,9,16,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,GD U13,Laasya GurramArya R Poduval,,NCNC,5,9,16,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,GD U13,Alaina BenjaminDeeya Shenoy,,VAVA,8,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,GD U13,Niya Olivia ChenRithvika Santhakumar,,GAVA,10,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,GD U13,Ruohan Joy Du [2]Tanvi Yanala,,VAVA,16,9,16,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BS U15,Mithun Gopinath,3/4,GA,24,1,1,Winner
2023 South OLC,2023-05-06/2023-05-07,BS U15,Vigneswar Vadivelan,,GA,7,2,2,Finals
2023 South OLC,2023-05-06/2023-05-07,BS U15,Advik Kevlani,2,GA,32,3,3,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,BS U15,Venkata Shashank Kondaveeti,3/4,VA,9,4,4,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,BS U15,Srineet Atluri,1,NC,1,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BS U15,Kavin Sankar,,PA,13,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BS U15,Colin Xu,,NC,17,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BS U15,Dwijesh Makireddi,,MA,26,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BS U15,Aditya Agarwal,,VA,3,9,16,Round 2
2023 South OLC,2023-05-06/2023-05-07,BS U15,Fahim Mougamadou,,NC,11,9,16,Round 2
2023 South OLC,2023-05-06/2023-05-07,BS U15,Shishir Bokka,,NC,15,9,16,Round 2
2023 South OLC,2023-05-06/2023-05-07,BS U15,Rushil R Aleti,,VA,19,9,16,Round 2
2023 South OLC,2023-05-06/2023-05-07,BS U15,Adithya Tadinada,,NC,21,9,16,Round 2
2023 South OLC,2023-05-06/2023-05-07,BS U15,Vishanth Vijay,,GA,29,9,16,Round 2
2023 South OLC,2023-05-06/2023-05-07,BS U15,Ishaan Keshri,,NC,4,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U15,Vedanth Gundarapu,,NC,5,17,32,Round 2
2023 South OLC,2023-05-06/2023-05-07,BS U15,Ahan Senthilkumar,,VA,8,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U15,Siddharth Sriganesh,,GA,12,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U15,Anirudh Gajavelly,,NC,16,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U15,Ishan Kanchi,,NC,18,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U15,Nikhil Peechara,,NC,20,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U15,Naresh Sriram,,MA,22,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U15,Akshith P Arava,,VA,25,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U15,Adithya S Burisetty,,NC,28,17,32,Round 2
2023 South OLC,2023-05-06/2023-05-07,BS U15,Harshith Paidmarri,,NC,30,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,GS U15,Joanne Li,1,NC,1,1,1,Winner
2023 South OLC,2023-05-06/2023-05-07,GS U15,Kimaya Krishna,2,VA,16,2,2,Finals
2023 South OLC,2023-05-06/2023-05-07,GS U15,Namratha Nishal,,NC,9,3,3,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,GS U15,Siya Alicia Chen,,GA,8,4,4,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,GS U15,Anya Krishna,,VA,3,9,16,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,GS U15,Kuhu Barole,,GA,5,9,16,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,GS U15,Sahasra Battula,,NC,7,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,GS U15,Anvita Tutika,,NC,10,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,GS U15,Charunethra Kalaikumar,,NC,12,9,16,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,GS U15,Ananya Ks,,NC,14,9,16,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,XD U15,Eshan Neog [1]Joanne Li,,NCNC,1,1,1,Winner
2023 South OLC,2023-05-06/2023-05-07,XD U15,Mithun Gopinath [2]Namratha Nishal,,GANC,16,2,2,Finals
2023 South OLC,2023-05-06/2023-05-07,XD U15,Ahan SenthilkumarAnanya Ks,,VANC,9,3,3,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,XD U15,Kavin SankarZi Yang,,PANJ,8,4,4,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,XD U15,Anirudh GajavellySahasra Battula,,NCNC,3,9,16,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,XD U15,Advik KevlaniSiya Alicia Chen,,GAGA,5,9,16,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,XD U15,Venkata Shashank KondaveetiAnya Krishna,,VAVA,7,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,XD U15,Ishan KanchiAnvita Tutika,,NCNC,10,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,XD U15,Adithya TadinadaCharunethra Kalaikumar,,NCNC,12,9,16,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,XD U15,Vishanth VijayKuhu Barole,,GAGA,14,9,16,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BD U15,Mithun Gopinath [1]Advik Kevlani,,GAGA,1,1,1,Winner
2023 South OLC,2023-05-06/2023-05-07,BD U15,Srineet Atluri [2]Kavin Sankar,,NCPA,16,2,2,Finals
2023 South OLC,2023-05-06/2023-05-07,BD U15,Siddharth SriganeshVishanth Vijay,,GAGA,12,3,3,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,BD U15,Rushil R AletiAkshith P Arava,,VAVA,5,4,4,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,BD U15,Dwijesh MakireddiNaresh Sriram,,MAMA,8,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BD U15,Nikhil PeecharaColin Xu,,NCNC,9,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BD U15,Vedanth GundarapuAhan Senthilkumar,,NCVA,13,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BD U15,Aditya AgarwalVenkata Shashank Kondaveeti,,VAVA,3,9,16,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BD U15,Ishaan KeshriAdithya Tadinada,,NCNC,7,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,BD U15,Anirudh GajavellyHarshith Paidmarri,,NCNC,10,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,BD U15,Adithya S BurisettyFahim Mougamadou,,NCNC,14,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U17,Eshan Neog,,NC,30,1,1,Winner
2023 South OLC,2023-05-06/2023-05-07,BS U17,Nithesh Haribabu,,NC,12,2,2,Finals
2023 South OLC,2023-05-06/2023-05-07,BS U17,Saatvik B. Sunilraj,1,VA,1,3,3,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,BS U17,Mukil Nambikumar,3/4,GA,24,4,4,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,BS U17,Vishwa Rajan,,GA,7,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BS U17,Parva Jigish Vyas,,NC,13,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BS U17,Jogesh Nihanth Kadikatla,,NC,18,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BS U17,Toshan Goswami,,MA,25,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BS U17,Nathan Kankanala,,NC,4,9,16,Round 2
2023 South OLC,2023-05-06/2023-05-07,BS U17,Andrew Qi,,MA,16,9,16,Round 2
2023 South OLC,2023-05-06/2023-05-07,BS U17,Zeyue Du,,VA,22,9,16,Round 2
2023 South OLC,2023-05-06/2023-05-07,BS U17,Avyukt Iyer,,MA,3,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U17,Sidharth Reddy Yeramaddu,,NC,5,17,32,Round 2
2023 South OLC,2023-05-06/2023-05-07,BS U17,Hasith Konapala,,MA,8,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U17,Ahwan Mishra,3/4,GA,9,17,32,Round 2
2023 South OLC,2023-05-06/2023-05-07,BS U17,James Xu,,NC,11,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U17,Siddharth Chowdary Gundarapu,,NC,15,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U17,Vignesh Sivasankar,,GA,17,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U17,Sriman Nimmalapudi,,MA,20,17,32,Round 2
2023 South OLC,2023-05-06/2023-05-07,BS U17,Tausiqteja Thokala,,NC,21,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U17,Manas Vellaturi,,NC,26,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U17,Ishav Narayanan,,GA,28,17,32,Round 2
2023 South OLC,2023-05-06/2023-05-07,BS U17,Vishvarupa Sivam,,MD,29,17,32,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U17,Pradyun Rasamsetti,2,NC,32,17,32,Round 2
2023 South OLC,2023-05-06/2023-05-07,GS U17,Sanjanaa Shyam,,NC,9,1,1,Winner
2023 South OLC,2023-05-06/2023-05-07,GS U17,Anvitha B Ranganna,1,NC,1,2,2,Finals
2023 South OLC,2023-05-06/2023-05-07,GS U17,Lydia Chao,2,MD,16,3,3,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,GS U17,Tanushri Thokala,,NC,8,4,4,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,GS U17,Ravya Senthilkumar,,VA,4,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,GS U17,Aditi Srinivasan,,NC,13,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,GS U17,Michelle Rajkumar,,GA,3,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,GS U17,Haripriya Tati,,GA,5,9,16,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,GS U17,Yoning Liu,,NC,7,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,GS U17,Apurva Nekkalapudi,,NC,10,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,GS U17,Diyaa Sarath,,NC,12,9,16,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,GS U17,Namra Sharath,,NC,14,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,XD U17,Zhengyue Xiong [1]Lydia Chao,,NCMD,1,1,1,Winner
2023 South OLC,2023-05-06/2023-05-07,XD U17,Arya Prakash Mirani [2]Sanjanaa Shyam,,NCNC,16,2,2,Finals
2023 South OLC,2023-05-06/2023-05-07,XD U17,Vishwa RajanTanushri Thokala,,GANC,10,3,3,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,XD U17,Ahwan MishraYoning Liu,,GANC,5,4,4,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,XD U17,Rithik RasamsettiDiyaa Sarath,,NCNC,4,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,XD U17,Zeyue DuRavya Senthilkumar,,VAVA,7,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,XD U17,Saatvik B. SunilrajAnvitha B Ranganna,,VANC,14,5,8,Quarter Finals
